time,record,u,v,w,Tsonica,coderr,voltaje
2012-01-04 01:30:01.25,36918291.0,-0.61,-0.98,-0.19,13.52,0.0,12.0
2012-01-04 01:30:01.3,36918292.0,-0.6,-1.02,-0.21,13.51,0.0,12.0
2012-01-04 01:30:01.35,36918293.0,-0.58,-1.07,-0.15,13.46,0.0,12.0
2012-01-04 01:30:01.4,36918294.0,-0.5,-1.12,-0.08,13.47,0.0,12.0
2012-01-04 01:30:01.45,36918295.0,-0.43,-1.08,-0.08,13.47,0.0,12.0
2012-01-04 01:30:01.5,36918296.0,-0.49,-1.04,-0.08,13.42,0.0,12.0
2012-01-04 01:30:01.55,36918297.0,-0.48,-1.0,0.03,13.39,0.0,12.0
2012-01-04 01:30:01.6,36918298.0,-0.41,-1.03,0.03,13.34,0.0,12.0
2012-01-04 01:30:01.65,36918299.0,-0.38,-1.12,0.04,13.26,0.0,12.0
2012-01-04 01:30:01.7,36918300.0,-0.33,-1.21,0.0,13.26,0.0,12.0
2012-01-04 01:30:01.75,36918301.0,-0.17,-1.15,0.0,13.32,0.0,12.0
2012-01-04 01:30:01.8,36918302.0,-0.45,-1.13,-0.06,13.34,0.0,12.0
2012-01-04 01:30:01.85,36918303.0,-0.33,-1.04,0.0,13.32,0.0,12.0
2012-01-04 01:30:01.9,36918304.0,-0.45,-1.13,0.0,13.26,0.0,12.0
2012-01-04 01:30:01.95,36918305.0,-0.53,-1.18,-0.07,13.29,0.0,12.0
2012-01-04 01:30:02,36918306.0,-0.5,-1.12,-0.15,13.24,0.0,12.0
2012-01-04 01:30:02.05,36918307.0,-0.47,-1.05,-0.06,13.24,0.0,12.0
2012-01-04 01:30:02.1,36918308.0,-0.38,-1.0,-0.05,13.24,0.0,12.0
2012-01-04 01:30:02.15,36918309.0,-0.45,-0.95,-0.13,13.27,0.0,12.0
2012-01-04 01:30:02.2,36918310.0,-0.43,-0.98,-0.15,13.24,0.0,12.0
2012-01-04 01:30:02.25,36918311.0,-0.32,-0.96,-0.36,13.19,0.0,12.0
2012-01-04 01:30:02.3,36918312.0,-0.37,-1.04,-0.29,13.22,0.0,12.0
2012-01-04 01:30:02.35,36918313.0,-0.36,-1.01,-0.36,13.14,0.0,12.0
2012-01-04 01:30:02.4,36918314.0,-0.43,-0.97,-0.36,13.12,0.0,12.0
2012-01-04 01:30:02.45,36918315.0,-0.55,-0.94,-0.3,13.14,0.0,12.0
2012-01-04 01:30:02.5,36918316.0,-0.53,-0.84,-0.27,13.12,0.0,12.0
2012-01-04 01:30:02.55,36918317.0,-0.61,-0.9,-0.17,13.15,0.0,12.0
2012-01-04 01:30:02.6,36918318.0,-0.7,-0.87,-0.12,13.19,0.0,12.0
2012-01-04 01:30:02.65,36918319.0,-0.67,-0.82,-0.13,13.15,0.0,12.0
2012-01-04 01:30:02.7,36918320.0,-0.63,-0.85,-0.04,13.2,0.0,12.0
2012-01-04 01:30:02.75,36918321.0,-0.52,-0.94,0.07,13.24,0.0,12.0
2012-01-04 01:30:02.8,36918322.0,-0.63,-0.86,0.2,13.29,0.0,12.0
2012-01-04 01:30:02.85,36918323.0,-0.68,-0.75,0.07,13.29,0.0,12.0
2012-01-04 01:30:02.9,36918324.0,-0.74,-0.78,0.14,13.24,0.0,12.0
2012-01-04 01:30:02.95,36918325.0,-0.7,-0.8,0.27,13.2,0.0,12.0
2012-01-04 01:30:03,36918326.0,-0.76,-0.81,0.32,13.26,0.0,12.0
2012-01-04 01:30:03.05,36918327.0,-0.76,-0.81,0.32,13.26,0.0,12.0
2012-01-04 01:30:03.1,36918328.0,-0.7,-0.86,0.3,13.31,0.0,12.0
2012-01-04 01:30:03.15,36918329.0,-0.67,-0.92,0.29,13.29,0.0,12.0
2012-01-04 01:30:03.2,36918330.0,-0.68,-0.82,0.37,13.26,0.0,12.0
2012-01-04 01:30:03.25,36918331.0,-0.59,-0.87,0.29,13.24,0.0,12.0
2012-01-04 01:30:03.3,36918332.0,-0.78,-0.83,0.18,13.07,0.0,12.0
2012-01-04 01:30:03.35,36918333.0,-0.74,-0.94,0.11,13.07,0.0,12.0
2012-01-04 01:30:03.4,36918334.0,-0.82,-0.88,0.12,13.02,0.0,12.0
2012-01-04 01:30:03.45,36918335.0,-0.85,-0.88,0.19,13.0,0.0,12.0
2012-01-04 01:30:03.5,36918336.0,-0.96,-0.94,0.12,13.05,0.0,12.0
2012-01-04 01:30:03.55,36918337.0,-1.02,-0.99,0.22,13.04,0.0,12.0
2012-01-04 01:30:03.6,36918338.0,-1.12,-0.98,0.17,13.02,0.0,12.0
2012-01-04 01:30:03.65,36918339.0,-1.14,-1.01,0.18,13.05,0.0,12.0
2012-01-04 01:30:03.7,36918340.0,-1.21,-1.01,0.15,12.97,0.0,12.0
2012-01-04 01:30:03.75,36918341.0,-1.08,-1.09,0.14,12.97,0.0,12.0
2012-01-04 01:30:03.8,36918342.0,-1.05,-1.02,0.24,13.0,0.0,12.0
2012-01-04 01:30:03.85,36918343.0,-1.04,-1.06,0.22,12.97,0.0,12.0
2012-01-04 01:30:03.9,36918344.0,-1.05,-1.12,0.11,12.95,0.0,12.0
2012-01-04 01:30:03.95,36918345.0,-1.08,-1.01,0.07,12.97,0.0,12.0
2012-01-04 01:30:04,36918346.0,-1.07,-1.03,0.03,12.93,0.0,12.0
2012-01-04 01:30:04.05,36918347.0,-0.98,-1.04,-0.05,12.93,0.0,12.0
2012-01-04 01:30:04.1,36918348.0,-0.98,-1.13,-0.12,12.97,0.0,12.0
2012-01-04 01:30:04.15,36918349.0,-1.04,-1.09,-0.13,12.97,0.0,12.0
2012-01-04 01:30:04.2,36918350.0,-1.04,-1.04,-0.17,13.04,0.0,12.0
2012-01-04 01:30:04.25,36918351.0,-0.97,-0.97,-0.11,12.97,0.0,12.0
2012-01-04 01:30:04.3,36918352.0,-1.05,-1.01,-0.05,13.0,0.0,12.0
2012-01-04 01:30:04.35,36918353.0,-0.92,-0.88,-0.02,13.07,0.0,12.0
2012-01-04 01:30:04.4,36918354.0,-0.83,-1.13,-0.12,13.14,0.0,12.0
2012-01-04 01:30:04.45,36918355.0,-0.93,-1.37,-0.18,13.24,0.0,12.0
2012-01-04 01:30:04.5,36918356.0,-0.85,-1.24,-0.19,13.29,0.0,12.0
2012-01-04 01:30:04.55,36918357.0,-0.91,-1.19,-0.19,13.39,0.0,12.0
2012-01-04 01:30:04.6,36918358.0,-1.09,-1.23,-0.22,13.41,0.0,12.0
2012-01-04 01:30:04.65,36918359.0,-1.03,-1.32,-0.27,13.41,0.0,12.0
2012-01-04 01:30:04.7,36918360.0,-1.1,-1.25,-0.15,13.32,0.0,12.0
2012-01-04 01:30:04.75,36918361.0,-1.18,-1.17,-0.12,13.29,0.0,12.0
2012-01-04 01:30:04.8,36918362.0,-1.15,-1.18,-0.21,13.34,0.0,12.0
2012-01-04 01:30:04.85,36918363.0,-1.12,-1.19,-0.28,13.29,0.0,12.0
2012-01-04 01:30:04.9,36918364.0,-1.09,-1.16,-0.15,13.32,0.0,12.0
2012-01-04 01:30:04.95,36918365.0,-1.03,-1.04,-0.34,13.37,0.0,12.0
2012-01-04 01:30:05,36918366.0,-0.96,-1.09,-0.34,13.37,0.0,12.0
2012-01-04 01:30:05.05,36918367.0,-0.97,-1.12,-0.4,13.37,0.0,12.0
2012-01-04 01:30:05.1,36918368.0,-1.15,-1.04,-0.22,13.34,0.0,12.0
2012-01-04 01:30:05.15,36918369.0,-1.16,-1.08,-0.2,13.31,0.0,12.0
2012-01-04 01:30:05.2,36918370.0,-1.08,-1.01,-0.08,13.19,0.0,12.0
2012-01-04 01:30:05.25,36918371.0,-1.01,-0.97,-0.02,13.27,0.0,12.0
2012-01-04 01:30:05.3,36918372.0,-1.06,-0.88,-0.03,13.34,0.0,12.0
2012-01-04 01:30:05.35,36918373.0,-0.87,-0.8,-0.06,13.39,0.0,12.0
2012-01-04 01:30:05.4,36918374.0,-0.97,-0.76,-0.16,13.41,0.0,12.0
2012-01-04 01:30:05.45,36918375.0,-0.98,-0.85,-0.08,13.37,0.0,12.0
2012-01-04 01:30:05.5,36918376.0,-0.97,-0.93,-0.17,13.29,0.0,12.0
2012-01-04 01:30:05.55,36918377.0,-0.96,-0.88,-0.11,13.34,0.0,12.0
2012-01-04 01:30:05.6,36918378.0,-0.99,-0.83,-0.02,13.29,0.0,12.0
2012-01-04 01:30:05.65,36918379.0,-1.05,-0.81,0.05,13.31,0.0,12.0
2012-01-04 01:30:05.7,36918380.0,-1.04,-0.75,0.01,13.29,0.0,12.0
2012-01-04 01:30:05.75,36918381.0,-1.04,-0.75,0.16,13.29,0.0,12.0
2012-01-04 01:30:05.8,36918382.0,-1.04,-0.75,0.16,13.29,0.0,12.0
2012-01-04 01:30:05.85,36918383.0,-0.92,-0.81,0.1,13.34,0.0,12.0
2012-01-04 01:30:05.9,36918384.0,-0.94,-0.77,0.22,13.29,0.0,12.0
2012-01-04 01:30:05.95,36918385.0,-0.92,-0.81,0.1,13.34,0.0,12.0
2012-01-04 01:30:06,36918386.0,-0.9,-0.75,0.1,13.31,0.0,12.0
2012-01-04 01:30:06.05,36918387.0,-0.85,-0.88,0.11,13.34,0.0,12.0
2012-01-04 01:30:06.1,36918388.0,-0.92,-0.81,0.1,13.34,0.0,12.0
2012-01-04 01:30:06.15,36918389.0,-0.88,-0.81,0.31,13.32,0.0,12.0
2012-01-04 01:30:06.2,36918390.0,-0.94,-0.93,0.5,13.29,0.0,12.0
2012-01-04 01:30:06.25,36918391.0,-0.88,-0.94,0.45,13.29,0.0,12.0
2012-01-04 01:30:06.3,36918392.0,-0.93,-1.02,0.48,13.29,0.0,12.0
2012-01-04 01:30:06.35,36918393.0,-0.96,-0.97,0.62,13.26,0.0,12.0
2012-01-04 01:30:06.4,36918394.0,-0.96,-0.97,0.62,13.26,0.0,12.0
2012-01-04 01:30:06.45,36918395.0,-0.99,-1.12,0.51,13.29,0.0,12.0
2012-01-04 01:30:06.5,36918396.0,-0.83,-1.22,0.38,13.24,0.0,12.0
2012-01-04 01:30:06.55,36918397.0,-0.9,-1.23,0.19,13.19,0.0,12.0
2012-01-04 01:30:06.6,36918398.0,-0.89,-1.31,0.43,13.12,0.0,12.0
2012-01-04 01:30:06.65,36918399.0,-0.87,-1.37,0.17,13.15,0.0,12.0
2012-01-04 01:30:06.7,36918400.0,-0.8,-1.22,0.11,13.19,0.0,12.0
2012-01-04 01:30:06.75,36918401.0,-0.82,-1.27,0.12,13.17,0.0,12.0
2012-01-04 01:30:06.8,36918402.0,-0.69,-1.19,0.14,13.15,0.0,12.0
2012-01-04 01:30:06.85,36918403.0,-0.78,-1.2,0.16,13.09,0.0,12.0
2012-01-04 01:30:06.9,36918404.0,-0.75,-1.16,0.38,13.02,0.0,12.0
2012-01-04 01:30:06.95,36918405.0,-0.87,-1.15,0.41,13.1,0.0,12.0
2012-01-04 01:30:07,36918406.0,-0.78,-1.06,0.49,13.1,0.0,12.0
2012-01-04 01:30:07.05,36918407.0,-0.83,-1.22,0.46,13.2,0.0,12.0
2012-01-04 01:30:07.1,36918408.0,-0.8,-1.25,0.45,13.19,0.0,12.0
2012-01-04 01:30:07.15,36918409.0,-0.83,-1.3,0.46,13.15,0.0,12.0
2012-01-04 01:30:07.2,36918410.0,-0.73,-1.2,0.45,13.12,0.0,12.0
2012-01-04 01:30:07.25,36918411.0,-0.66,-1.35,0.42,13.17,0.0,12.0
2012-01-04 01:30:07.3,36918412.0,-0.6,-1.28,0.37,13.15,0.0,12.0
2012-01-04 01:30:07.35,36918413.0,-0.46,-1.33,0.27,13.1,0.0,12.0
2012-01-04 01:30:07.4,36918414.0,-0.62,-1.12,0.33,13.07,0.0,12.0
2012-01-04 01:30:07.45,36918415.0,-0.62,-1.08,0.32,13.1,0.0,12.0
2012-01-04 01:30:07.5,36918416.0,-0.52,-1.11,0.13,13.15,0.0,12.0
2012-01-04 01:30:07.55,36918417.0,-0.66,-1.02,0.06,13.24,0.0,12.0
2012-01-04 01:30:07.6,36918418.0,-0.7,-1.05,0.07,13.27,0.0,12.0
2012-01-04 01:30:07.65,36918419.0,-0.7,-1.05,0.07,13.27,0.0,12.0
2012-01-04 01:30:07.7,36918420.0,-0.7,-1.05,0.07,13.27,0.0,12.0
2012-01-04 01:30:07.75,36918421.0,-0.63,-1.01,0.09,13.2,0.0,12.0
2012-01-04 01:30:07.8,36918422.0,-0.66,-1.02,0.06,13.24,0.0,12.0
2012-01-04 01:30:07.85,36918423.0,-0.66,-1.02,0.06,13.24,0.0,12.0
2012-01-04 01:30:07.9,36918424.0,-0.69,-1.12,0.15,13.2,0.0,12.0
2012-01-04 01:30:07.95,36918425.0,-0.74,-1.2,0.18,13.2,0.0,12.0
2012-01-04 01:30:08,36918426.0,-0.87,-1.06,0.32,13.29,0.0,12.0
2012-01-04 01:30:08.05,36918427.0,-0.87,-1.06,0.32,13.29,0.0,12.0
2012-01-04 01:30:08.1,36918428.0,-0.88,-1.06,0.24,13.27,0.0,12.0
2012-01-04 01:30:08.15,36918429.0,-0.85,-1.03,0.22,13.29,0.0,12.0
2012-01-04 01:30:08.2,36918430.0,-0.81,-1.07,0.21,13.27,0.0,12.0
2012-01-04 01:30:08.25,36918431.0,-0.89,-1.07,0.14,13.26,0.0,12.0
2012-01-04 01:30:08.3,36918432.0,-0.89,-1.07,0.14,13.26,0.0,12.0
2012-01-04 01:30:08.35,36918433.0,-0.92,-1.01,0.16,13.24,0.0,12.0
2012-01-04 01:30:08.4,36918434.0,-0.91,-1.08,0.22,13.19,0.0,12.0
2012-01-04 01:30:08.45,36918435.0,-0.95,-1.14,0.09,13.17,0.0,12.0
2012-01-04 01:30:08.5,36918436.0,-0.84,-1.14,0.01,13.19,0.0,12.0
2012-01-04 01:30:08.55,36918437.0,-0.87,-1.18,0.03,13.15,0.0,12.0
2012-01-04 01:30:08.6,36918438.0,-0.88,-1.06,0.06,13.17,0.0,12.0
2012-01-04 01:30:08.65,36918439.0,-0.88,-1.1,0.03,13.2,0.0,12.0
2012-01-04 01:30:08.7,36918440.0,-0.8,-1.04,-0.02,13.19,0.0,12.0
2012-01-04 01:30:08.75,36918441.0,-0.82,-1.18,-0.02,13.2,0.0,12.0
2012-01-04 01:30:08.8,36918442.0,-0.84,-1.14,0.01,13.19,0.0,12.0
2012-01-04 01:30:08.85,36918443.0,-0.77,-1.21,0.07,13.14,0.0,12.0
2012-01-04 01:30:08.9,36918444.0,-0.74,-1.17,0.02,13.15,0.0,12.0
2012-01-04 01:30:08.95,36918445.0,-0.66,-1.12,0.04,13.1,0.0,12.0
2012-01-04 01:30:09,36918446.0,-0.58,-1.18,0.04,13.0,0.0,12.0
2012-01-04 01:30:09.05,36918447.0,-0.6,-1.15,-0.01,13.05,0.0,12.0
2012-01-04 01:30:09.1,36918448.0,-0.69,-1.08,-0.07,13.14,0.0,12.0
2012-01-04 01:30:09.15,36918449.0,-0.66,-1.12,-0.09,13.1,0.0,12.0
2012-01-04 01:30:09.2,36918450.0,-0.69,-1.1,-0.16,13.15,0.0,12.0
2012-01-04 01:30:09.25,36918451.0,-0.65,-1.1,-0.21,13.1,0.0,12.0
2012-01-04 01:30:09.3,36918452.0,-0.69,-1.07,-0.23,13.15,0.0,12.0
2012-01-04 01:30:09.35,36918453.0,-0.73,-1.03,-0.21,13.12,0.0,12.0
2012-01-04 01:30:09.4,36918454.0,-0.63,-1.0,-0.1,13.12,0.0,12.0
2012-01-04 01:30:09.45,36918455.0,-0.72,-0.99,-0.15,13.12,0.0,12.0
2012-01-04 01:30:09.5,36918456.0,-0.72,-0.93,-0.28,13.1,0.0,12.0
2012-01-04 01:30:09.55,36918457.0,-0.56,-0.94,-0.17,13.1,0.0,12.0
2012-01-04 01:30:09.6,36918458.0,-0.59,-0.92,-0.14,13.12,0.0,12.0
2012-01-04 01:30:09.65,36918459.0,-0.52,-0.98,-0.22,13.12,0.0,12.0
2012-01-04 01:30:09.7,36918460.0,-0.45,-0.95,-0.13,13.1,0.0,12.0
2012-01-04 01:30:09.75,36918461.0,-0.48,-0.89,-0.17,13.15,0.0,12.0
2012-01-04 01:30:09.8,36918462.0,-0.52,-0.91,-0.13,13.15,0.0,12.0
2012-01-04 01:30:09.85,36918463.0,-0.41,-0.87,-0.09,13.19,0.0,12.0
2012-01-04 01:30:09.9,36918464.0,-0.34,-1.05,-0.02,13.12,0.0,12.0
2012-01-04 01:30:09.95,36918465.0,-0.29,-1.07,-0.14,13.14,0.0,12.0
2012-01-04 01:30:10,36918466.0,-0.36,-1.19,-0.16,13.14,0.0,12.0
2012-01-04 01:30:10.05,36918467.0,-0.4,-1.32,-0.12,13.17,0.0,12.0
2012-01-04 01:30:10.1,36918468.0,-0.43,-1.42,-0.08,13.15,0.0,12.0
2012-01-04 01:30:10.15,36918469.0,-0.51,-1.49,-0.14,13.2,0.0,12.0
2012-01-04 01:30:10.2,36918470.0,-0.65,-1.43,-0.16,13.34,0.0,12.0
2012-01-04 01:30:10.25,36918471.0,-0.56,-1.48,-0.24,13.32,0.0,12.0
2012-01-04 01:30:10.3,36918472.0,-0.54,-1.41,-0.19,13.32,0.0,12.0
2012-01-04 01:30:10.35,36918473.0,-0.46,-1.39,-0.18,13.26,0.0,12.0
2012-01-04 01:30:10.4,36918474.0,-0.79,-1.55,-0.3,13.32,0.0,12.0
2012-01-04 01:30:10.45,36918475.0,-0.86,-1.49,-0.3,13.42,0.0,12.0
2012-01-04 01:30:10.5,36918476.0,-0.73,-1.54,-0.35,13.47,0.0,12.0
2012-01-04 01:30:10.55,36918477.0,-0.75,-1.6,-0.36,13.47,0.0,12.0
2012-01-04 01:30:10.6,36918478.0,-0.7,-1.53,-0.39,13.47,0.0,12.0
2012-01-04 01:30:10.65,36918479.0,-0.77,-1.5,-0.33,13.49,0.0,12.0
2012-01-04 01:30:10.7,36918480.0,-1.01,-1.34,-0.3,13.47,0.0,12.0
2012-01-04 01:30:10.75,36918481.0,-0.96,-1.36,-0.21,13.37,0.0,12.0
2012-01-04 01:30:10.8,36918482.0,-0.97,-1.48,-0.19,13.29,0.0,12.0
2012-01-04 01:30:10.85,36918483.0,-1.25,-1.58,-0.09,13.29,0.0,12.0
2012-01-04 01:30:10.9,36918484.0,-0.98,-1.55,-0.07,13.27,0.0,12.0
2012-01-04 01:30:10.95,36918485.0,-0.89,-1.4,0.02,13.2,0.0,12.0
2012-01-04 01:30:11,36918486.0,-0.81,-1.58,0.18,13.27,0.0,12.0
2012-01-04 01:30:11.05,36918487.0,-0.87,-1.59,0.09,13.24,0.0,12.0
2012-01-04 01:30:11.1,36918488.0,-0.93,-1.44,0.16,13.29,0.0,12.0
2012-01-04 01:30:11.15,36918489.0,-0.99,-1.6,0.2,13.29,0.0,12.0
2012-01-04 01:30:11.2,36918490.0,-0.73,-1.78,0.32,13.32,0.0,12.0
2012-01-04 01:30:11.25,36918491.0,-1.12,-1.61,0.11,13.32,0.0,12.0
2012-01-04 01:30:11.3,36918492.0,-1.25,-1.65,-0.16,13.42,0.0,12.0
2012-01-04 01:30:11.35,36918493.0,-1.36,-1.73,-0.32,13.47,0.0,12.0
2012-01-04 01:30:11.4,36918494.0,-1.36,-1.64,-0.25,13.46,0.0,12.0
2012-01-04 01:30:11.45,36918495.0,-1.22,-1.61,-0.11,13.47,0.0,12.0
2012-01-04 01:30:11.5,36918496.0,-1.24,-1.68,0.02,13.51,0.0,12.0
2012-01-04 01:30:11.55,36918497.0,-0.97,-1.97,-0.04,13.56,0.0,12.0
2012-01-04 01:30:11.6,36918498.0,-0.95,-1.93,-0.12,13.58,0.0,12.0
2012-01-04 01:30:11.65,36918499.0,-1.25,-1.96,-0.26,13.4,0.0,12.0
2012-01-04 01:30:11.7,36918500.0,-1.19,-1.88,-0.23,13.47,0.0,12.0
2012-01-04 01:30:11.75,36918501.0,-1.12,-1.86,-0.14,13.46,0.0,12.0
2012-01-04 01:30:11.8,36918502.0,-0.98,-1.92,-0.22,13.52,0.0,12.0
2012-01-04 01:30:11.85,36918503.0,-1.1,-1.98,-0.17,13.42,0.0,12.0
2012-01-04 01:30:11.9,36918504.0,-1.12,-1.86,-0.14,13.39,0.0,12.0
2012-01-04 01:30:11.95,36918505.0,-1.32,-1.8,-0.04,13.42,0.0,12.0
2012-01-04 01:30:12,36918506.0,-1.38,-1.69,-0.12,13.42,0.0,12.0
2012-01-04 01:30:12.05,36918507.0,-1.34,-1.73,0.06,13.37,0.0,12.0
2012-01-04 01:30:12.1,36918508.0,-1.3,-1.59,0.1,13.39,0.0,12.0
2012-01-04 01:30:12.15,36918509.0,-1.27,-1.39,0.15,13.34,0.0,12.0
2012-01-04 01:30:12.2,36918510.0,-1.13,-1.37,0.07,13.32,0.0,12.0
2012-01-04 01:30:12.25,36918511.0,-1.14,-1.25,0.03,13.36,0.0,12.0
2012-01-04 01:30:12.3,36918512.0,-0.96,-1.26,-0.07,13.44,0.0,12.0
2012-01-04 01:30:12.35,36918513.0,-0.9,-1.33,-0.14,13.44,0.0,12.0
2012-01-04 01:30:12.4,36918514.0,-0.65,-1.44,-0.37,13.44,0.0,12.0
2012-01-04 01:30:12.45,36918515.0,-0.66,-1.4,-0.43,13.44,0.0,12.0
2012-01-04 01:30:12.5,36918516.0,-0.72,-1.41,-0.37,13.51,0.0,12.0
2012-01-04 01:30:12.55,36918517.0,-0.85,-1.47,-0.44,13.42,0.0,12.0
2012-01-04 01:30:12.6,36918518.0,-0.85,-1.47,-0.44,13.42,0.0,12.0
2012-01-04 01:30:12.65,36918519.0,-0.93,-1.45,-0.37,13.41,0.0,12.0
2012-01-04 01:30:12.7,36918520.0,-0.89,-1.45,-0.35,13.37,0.0,12.0
2012-01-04 01:30:12.75,36918521.0,-0.91,-1.4,-0.33,13.34,0.0,12.0
2012-01-04 01:30:12.8,36918522.0,-0.93,-1.45,-0.37,13.41,0.0,12.0
2012-01-04 01:30:12.85,36918523.0,-0.89,-1.45,-0.35,13.37,0.0,12.0
2012-01-04 01:30:12.9,36918524.0,-0.93,-1.46,-0.31,13.47,0.0,12.0
2012-01-04 01:30:12.95,36918525.0,-1.04,-1.41,-0.41,13.63,0.0,12.0
2012-01-04 01:30:13,36918526.0,-1.04,-1.41,-0.41,13.69,0.0,12.0
2012-01-04 01:30:13.05,36918527.0,-0.9,-1.47,-0.29,13.61,0.0,12.0
2012-01-04 01:30:13.1,36918528.0,-0.8,-1.47,-0.3,13.52,0.0,12.0
2012-01-04 01:30:13.15,36918529.0,-0.84,-1.45,-0.33,13.44,0.0,12.0
2012-01-04 01:30:13.2,36918530.0,-0.63,-1.39,-0.39,13.42,0.0,12.0
2012-01-04 01:30:13.25,36918531.0,-0.61,-1.46,-0.35,13.37,0.0,12.0
2012-01-04 01:30:13.3,36918532.0,-0.59,-1.49,-0.38,13.34,0.0,12.0
2012-01-04 01:30:13.35,36918533.0,-0.68,-1.47,-0.22,13.29,0.0,12.0
2012-01-04 01:30:13.4,36918534.0,-0.69,-1.51,-0.21,13.26,0.0,12.0
2012-01-04 01:30:13.45,36918535.0,-0.61,-1.65,-0.12,13.29,0.0,12.0
2012-01-04 01:30:13.5,36918536.0,-0.62,-1.58,-0.06,13.31,0.0,12.0
2012-01-04 01:30:13.55,36918537.0,-0.62,-1.64,-0.27,13.29,0.0,12.0
2012-01-04 01:30:13.6,36918538.0,-0.55,-1.54,-0.33,13.29,0.0,12.0
2012-01-04 01:30:13.65,36918539.0,-0.58,-1.59,-0.3,13.32,0.0,12.0
2012-01-04 01:30:13.7,36918540.0,-0.45,-1.85,-0.31,13.47,0.0,12.0
2012-01-04 01:30:13.75,36918541.0,-0.42,-1.71,-0.34,13.49,0.0,12.0
2012-01-04 01:30:13.8,36918542.0,-0.31,-1.6,-0.29,13.47,0.0,12.0
2012-01-04 01:30:13.85,36918543.0,-0.23,-1.63,-0.24,13.47,0.0,12.0
2012-01-04 01:30:13.9,36918544.0,-0.24,-1.54,-0.24,13.42,0.0,12.0
2012-01-04 01:30:13.95,36918545.0,-0.38,-1.19,-0.35,13.41,0.0,12.0
2012-01-04 01:30:14,36918546.0,-0.59,-1.25,-0.49,13.37,0.0,12.0
2012-01-04 01:30:14.05,36918547.0,-0.64,-1.59,-0.51,13.39,0.0,12.0
2012-01-04 01:30:14.1,36918548.0,-0.72,-1.55,-0.51,13.34,0.0,12.0
2012-01-04 01:30:14.15,36918549.0,-0.53,-1.81,-0.24,13.27,0.0,12.0
2012-01-04 01:30:14.2,36918550.0,-0.28,-1.97,-0.13,13.34,0.0,12.0
2012-01-04 01:30:14.25,36918551.0,-0.3,-1.76,-0.06,13.22,0.0,12.0
2012-01-04 01:30:14.3,36918552.0,-0.29,-1.85,-0.05,13.24,0.0,12.0
2012-01-04 01:30:14.35,36918553.0,-0.27,-1.8,-0.07,13.26,0.0,12.0
2012-01-04 01:30:14.4,36918554.0,-0.45,-1.8,-0.03,13.27,0.0,12.0
2012-01-04 01:30:14.45,36918555.0,-0.46,-1.78,-0.17,13.26,0.0,12.0
