time,record,u,v,w,Tsonica,coderr,voltaje
2012-01-04 02:29:59.85,36989995.0,0.82,-0.66,0.0,11.62,0.0,12.0
2012-01-04 02:29:59.9,36989996.0,0.73,-0.65,-0.03,11.62,0.0,12.0
2012-01-04 02:29:59.95,36989997.0,0.82,-0.66,0.0,11.62,0.0,12.0
2012-01-04 02:30:00,36989998.0,0.82,-0.58,-0.04,11.66,0.0,12.0
2012-01-04 02:30:00.05,36989999.0,0.8,-0.63,-0.1,11.61,0.0,12.0
2012-01-04 02:30:00.1,36990000.0,0.8,-0.63,-0.1,11.61,0.0,12.0
2012-01-04 02:30:00.15,36990001.0,0.82,-0.66,-0.13,11.62,0.0,12.0
2012-01-04 02:30:00.2,36990002.0,0.82,-0.66,-0.13,11.62,0.0,12.0
2012-01-04 02:30:00.25,36990003.0,0.78,-0.66,-0.22,11.57,0.0,12.0
2012-01-04 02:30:00.3,36990004.0,0.82,-0.66,-0.22,11.54,0.0,12.0
2012-01-04 02:30:00.35,36990005.0,0.82,-0.66,-0.22,11.54,0.0,12.0
2012-01-04 02:30:00.4,36990006.0,0.74,-0.67,-0.26,11.54,0.0,12.0
2012-01-04 02:30:00.45,36990007.0,0.72,-0.62,-0.23,11.52,0.0,12.0
2012-01-04 02:30:00.5,36990008.0,0.72,-0.58,-0.17,11.57,0.0,12.0
2012-01-04 02:30:00.55,36990009.0,0.7,-0.68,-0.19,11.49,0.0,12.0
2012-01-04 02:30:00.6,36990010.0,0.64,-0.71,-0.2,11.54,0.0,12.0
2012-01-04 02:30:00.65,36990011.0,0.64,-0.71,-0.2,11.54,0.0,12.0
2012-01-04 02:30:00.7,36990012.0,0.64,-0.71,-0.2,11.54,0.0,12.0
2012-01-04 02:30:00.75,36990013.0,0.64,-0.71,-0.2,11.54,0.0,12.0
2012-01-04 02:30:00.8,36990014.0,0.64,-0.71,-0.2,11.54,0.0,12.0
2012-01-04 02:30:00.85,36990015.0,0.61,-0.73,-0.25,11.54,0.0,12.0
2012-01-04 02:30:00.9,36990016.0,0.61,-0.73,-0.25,11.54,0.0,12.0
2012-01-04 02:30:00.95,36990017.0,0.61,-0.73,-0.25,11.54,0.0,12.0
2012-01-04 02:30:01,36990018.0,0.61,-0.73,-0.25,11.54,0.0,12.0
2012-01-04 02:30:01.05,36990019.0,0.65,-0.78,-0.13,11.52,0.0,12.0
2012-01-04 02:30:01.1,36990020.0,0.61,-0.73,-0.11,11.54,0.0,12.0
2012-01-04 02:30:01.15,36990021.0,0.61,-0.73,-0.11,11.54,0.0,12.0
2012-01-04 02:30:01.2,36990022.0,0.64,-0.64,-0.11,11.52,0.0,12.0
2012-01-04 02:30:01.25,36990023.0,0.52,-0.67,-0.14,11.5,0.0,12.0
2012-01-04 02:30:01.3,36990024.0,0.54,-0.63,-0.17,11.52,0.0,12.0
2012-01-04 02:30:01.35,36990025.0,0.54,-0.63,-0.17,11.52,0.0,12.0
2012-01-04 02:30:01.4,36990026.0,0.51,-0.72,-0.15,11.54,0.0,12.0
2012-01-04 02:30:01.45,36990027.0,0.51,-0.72,-0.15,11.54,0.0,12.0
2012-01-04 02:30:01.5,36990028.0,0.51,-0.72,-0.15,11.54,0.0,12.0
2012-01-04 02:30:01.55,36990029.0,0.51,-0.7,-0.12,11.52,0.0,12.0
2012-01-04 02:30:01.6,36990030.0,0.48,-0.66,-0.1,11.55,0.0,12.0
2012-01-04 02:30:01.65,36990031.0,0.48,-0.66,-0.1,11.55,0.0,12.0
2012-01-04 02:30:01.7,36990032.0,0.58,-0.65,-0.04,11.55,0.0,12.0
