"TOA5","42214","CR1000","42214","CR1000.Std.22","CPU:MAIZ_PIPE_SLOWSEQ_visto_corto.CR1","14486","Table2"
"2012-01-04 11:46:26.7",37655244.00,1.51,-3.35,0.48,27.13,0.00,15.00
"2012-01-04 11:46:26.75",37655245.00,1.75,-3.38,0.74,27.30,0.00,15.00
"2012-01-04 11:46:26.8",37655246.00,1.43,-3.74,0.77,27.23,0.00,15.00
"2012-01-04 11:46:26.85",37655247.00,0.92,-3.95,0.50,27.40,0.00,15.00
"2012-01-04 11:46:26.9",37655248.00,0.36,-4.22,1.02,27.35,0.00,15.00
"2012-01-04 11:46:26.95",37655249.00,0.49,-4.50,0.63,27.45,0.00,15.00
"2012-01-04 11:46:27",37655250.00,0.35,-4.08,0.31,27.54,0.00,15.00
"2012-01-04 11:46:27.05",37655251.00,0.77,-3.96,0.52,27.66,0.00,15.00
"2012-01-04 11:46:27.1",37655252.00,0.87,-3.97,0.53,27.62,0.00,15.00
"2012-01-04 11:46:27.15",37655253.00,1.27,-3.75,0.45,27.61,0.00,15.00
"2012-01-04 11:46:27.2",37655254.00,1.46,-3.80,0.37,27.66,0.00,15.00
"2012-01-04 11:46:27.25",37655255.00,2.05,-3.64,0.57,27.71,0.00,15.00
"2012-01-04 11:46:27.3",37655256.00,2.19,-4.28,0.63,27.79,0.00,15.00
"2012-01-04 11:46:27.35",37655257.00,2.24,-4.13,0.44,27.79,0.00,15.00
"2012-01-04 11:46:27.4",37655258.00,1.99,-3.87,0.84,27.80,0.00,15.00
"2012-01-04 11:46:27.45",37655259.00,2.34,-3.78,0.06,27.80,0.00,15.00
"2012-01-04 11:46:27.5",37655260.00,2.77,-3.84,0.44,28.07,0.00,15.00
"2012-01-04 11:46:27.55",37655261.00,3.55,-4.14,0.13,28.06,0.00,15.00
"2012-01-04 11:46:27.6",37655262.00,2.82,-4.28,0.14,27.82,0.00,15.00
"2012-01-04 11:46:27.65",37655263.00,2.70,-3.88,-0.09,27.77,0.00,15.00
"2012-01-04 11:46:27.7",37655264.00,2.88,-4.79,0.15,27.52,0.00,15.00
"2012-01-04 11:46:27.75",37655265.00,2.92,-5.21,0.08,27.01,0.00,15.00
"2012-01-04 11:46:27.8",37655266.00,3.09,-5.55,-0.07,26.78,0.00,15.00
"2012-01-04 11:46:27.85",37655267.00,3.26,-5.28,0.25,26.83,0.00,15.00
"2012-01-04 11:46:27.9",37655268.00,3.00,-5.28,0.29,26.91,0.00,15.00
"2012-01-04 11:46:27.95",37655269.00,3.55,-5.48,0.53,26.97,0.00,15.00
"2012-01-04 11:46:28",37655270.00,3.35,-5.27,0.39,27.02,0.00,15.00
"2012-01-04 11:46:28.05",37655271.00,3.22,-5.56,0.28,26.64,0.00,15.00
"2012-01-04 11:46:28.1",37655272.00,3.02,-5.66,0.18,26.47,0.00,15.00
"2012-01-04 11:46:28.15",37655273.00,3.07,-5.54,-0.02,26.49,0.00,15.00
"2012-01-04 11:46:28.2",37655274.00,3.08,-5.51,-0.19,26.47,0.00,15.00
"2012-01-04 11:46:28.25",37655275.00,3.07,-5.39,-0.13,26.61,0.00,15.00
"2012-01-04 11:46:28.3",37655276.00,3.01,-5.47,-0.04,26.97,0.00,15.00
"2012-01-04 11:46:28.35",37655277.00,2.94,-5.75,0.11,26.82,0.00,15.00
"2012-01-04 11:46:28.4",37655278.00,2.68,-5.60,-0.59,26.40,0.00,15.00
"2012-01-04 11:46:28.45",37655279.00,2.63,-5.34,-0.70,26.39,0.00,15.00
"2012-01-04 11:46:28.5",37655280.00,2.79,-5.60,-0.29,27.01,0.00,15.00
"2012-01-04 11:46:28.55",37655281.00,2.73,-5.41,-0.12,27.10,0.00,15.00
"2012-01-04 11:46:28.6",37655282.00,2.31,-5.09,-0.54,26.52,0.00,15.00
"2012-01-04 11:46:28.65",37655283.00,2.49,-5.08,-0.36,26.56,0.00,15.00
"2012-01-04 11:46:28.7",37655284.00,2.40,-5.36,-0.85,26.60,0.00,15.00
"2012-01-04 11:46:28.75",37655285.00,2.45,-5.27,-0.78,26.51,0.00,15.00
"2012-01-04 11:46:28.8",37655286.00,2.45,-5.42,-0.48,26.84,0.00,15.00
"2012-01-04 11:46:28.85",37655287.00,2.40,-5.27,-0.68,26.82,0.00,15.00
"2012-01-04 11:46:28.9",37655288.00,2.71,-5.19,-0.35,26.96,0.00,15.00
"2012-01-04 11:46:28.95",37655289.00,2.76,-5.46,-0.27,27.08,0.00,15.00
"2012-01-04 11:46:29",37655290.00,2.64,-5.55,-0.64,26.89,0.00,15.00
"2012-01-04 11:46:29.05",37655291.00,3.16,-5.30,-0.79,26.89,0.00,15.00
"2012-01-04 11:46:29.1",37655292.00,3.18,-5.41,-1.13,26.71,0.00,15.00
"2012-01-04 11:46:29.15",37655293.00,3.20,-5.46,-1.15,26.75,0.00,15.00
"2012-01-04 11:46:29.2",37655294.00,3.17,-5.58,-0.98,26.73,0.00,15.00
"2012-01-04 11:46:29.25",37655295.00,3.05,-5.54,-0.99,26.58,0.00,15.00
"2012-01-04 11:46:29.3",37655296.00,3.08,-5.40,-0.84,26.56,0.00,15.00
"2012-01-04 11:46:29.35",37655297.00,3.05,-5.36,-0.89,26.49,0.00,15.00
"2012-01-04 11:46:29.4",37655298.00,3.10,-5.27,-0.98,26.49,0.00,15.00
"2012-01-04 11:46:29.45",37655299.00,3.09,-5.09,-0.98,26.48,0.00,15.00
"2012-01-04 11:46:29.5",37655300.00,3.02,-5.05,-0.96,26.53,0.00,15.00
"2012-01-04 11:46:29.55",37655301.00,2.99,-5.10,-1.08,26.44,0.00,15.00
"2012-01-04 11:46:29.6",37655302.00,2.78,-4.99,-0.84,26.51,0.00,15.00
"2012-01-04 11:46:29.65",37655303.00,2.55,-5.00,-0.72,26.56,0.00,15.00
"2012-01-04 11:46:29.7",37655304.00,2.46,-4.79,-0.72,26.61,0.00,15.00
"2012-01-04 11:46:29.75",37655305.00,2.46,-4.80,-0.82,26.57,0.00,15.00
"2012-01-04 11:46:29.8",37655306.00,2.49,-4.84,-0.85,26.49,0.00,15.00
"2012-01-04 11:46:29.85",37655307.00,2.45,-5.00,-0.71,26.47,0.00,15.00
"2012-01-04 11:46:29.9",37655308.00,2.60,-4.83,-0.79,26.49,0.00,15.00
"2012-01-04 11:46:29.95",37655309.00,2.69,-4.88,-0.88,26.40,0.00,15.00
"2012-01-04 11:46:30",37655310.00,2.65,-4.84,-0.85,26.54,0.00,15.00
"2012-01-04 11:46:30.05",37655311.00,2.63,-4.75,-0.84,26.49,0.00,15.00
"2012-01-04 11:46:30.1",37655312.00,2.72,-4.94,-0.92,26.55,0.00,15.00
"2012-01-04 11:46:30.15",37655313.00,2.89,-4.94,-1.04,26.70,0.00,15.00
"2012-01-04 11:46:30.2",37655314.00,2.90,-4.87,-1.13,26.84,0.00,15.00
"2012-01-04 11:46:30.25",37655315.00,3.04,-4.78,-1.33,27.22,0.00,15.00
"2012-01-04 11:46:30.3",37655316.00,2.69,-4.88,-0.96,26.61,0.00,15.00
"2012-01-04 11:46:30.35",37655317.00,2.64,-4.67,-1.02,26.71,0.00,15.00
"2012-01-04 11:46:30.4",37655318.00,2.60,-4.57,-1.45,26.85,0.00,15.00
"2012-01-04 11:46:30.45",37655319.00,2.60,-4.58,-1.45,26.97,0.00,15.00
"2012-01-04 11:46:30.5",37655320.00,2.36,-4.52,-1.35,26.94,0.00,15.00
"2012-01-04 11:46:30.55",37655321.00,2.39,-4.48,-1.55,26.97,0.00,15.00
"2012-01-04 11:46:30.6",37655322.00,2.23,-4.52,-1.42,26.91,0.00,15.00
"2012-01-04 11:46:30.65",37655323.00,2.43,-5.10,-1.26,26.93,0.00,15.00
"2012-01-04 11:46:30.7",37655324.00,2.39,-5.05,-1.38,27.07,0.00,15.00
"2012-01-04 11:46:30.75",37655325.00,2.25,-5.09,-1.22,27.04,0.00,15.00
"2012-01-04 11:46:30.8",37655326.00,2.60,-4.68,-1.69,27.28,0.00,15.00
"2012-01-04 11:46:30.85",37655327.00,2.85,-4.57,-1.75,27.31,0.00,15.00
"2012-01-04 11:46:30.9",37655328.00,2.55,-4.86,-1.67,27.21,0.00,15.00
"2012-01-04 11:46:30.95",37655329.00,2.55,-5.00,-1.48,26.96,0.00,15.00
"2012-01-04 11:46:31",37655330.00,2.59,-5.26,-1.12,26.98,0.00,15.00
"2012-01-04 11:46:31.05",37655331.00,2.83,-5.30,-1.29,26.93,0.00,15.00
"2012-01-04 11:46:31.1",37655332.00,2.44,-5.17,-1.36,26.96,0.00,15.00
"2012-01-04 11:46:31.15",37655333.00,2.36,-5.38,-1.29,26.82,0.00,15.00
"2012-01-04 11:46:31.2",37655334.00,2.24,-5.43,-1.31,26.74,0.00,15.00
"2012-01-04 11:46:31.25",37655335.00,2.17,-5.26,-1.50,26.88,0.00,15.00
"2012-01-04 11:46:31.3",37655336.00,2.03,-5.16,-1.66,27.05,0.00,15.00
"2012-01-04 11:46:31.35",37655337.00,1.81,-5.22,-1.31,26.92,0.00,15.00
"2012-01-04 11:46:31.4",37655338.00,1.70,-5.31,-1.20,27.00,0.00,15.00
"2012-01-04 11:46:31.45",37655339.00,1.46,-5.25,-1.20,27.00,0.00,15.00
"2012-01-04 11:46:31.5",37655340.00,1.31,-5.25,-0.98,26.97,0.00,15.00
"2012-01-04 11:46:31.55",37655341.00,1.54,-5.27,-0.49,27.00,0.00,15.00
"2012-01-04 11:46:31.6",37655342.00,1.72,-4.95,-0.32,27.02,0.00,15.00
"2012-01-04 11:46:31.65",37655343.00,2.24,-4.86,-0.29,27.06,0.00,15.00
"2012-01-04 11:46:31.7",37655344.00,2.31,-4.84,-0.52,27.07,0.00,15.00
"2012-01-04 11:46:31.75",37655345.00,2.32,-5.30,-0.21,27.15,0.00,15.00
"2012-01-04 11:46:31.8",37655346.00,2.50,-5.41,-0.36,27.13,0.00,15.00
"2012-01-04 11:46:31.85",37655347.00,2.37,-4.89,-0.93,27.11,0.00,15.00
"2012-01-04 11:46:31.9",37655348.00,2.42,-5.09,-0.50,27.14,0.00,15.00
"2012-01-04 11:46:31.95",37655349.00,2.59,-4.82,-0.46,27.18,0.00,15.00
"2012-01-04 11:46:32",37655350.00,2.37,-5.20,-0.22,27.15,0.00,15.00
"2012-01-04 11:46:32.05",37655351.00,1.97,-5.29,-0.43,27.19,0.00,15.00
"2012-01-04 11:46:32.1",37655352.00,1.77,-5.10,-0.10,27.14,0.00,15.00
"2012-01-04 11:46:32.15",37655353.00,1.51,-5.04,0.12,27.37,0.00,15.00
"2012-01-04 11:46:32.2",37655354.00,1.60,-4.64,-0.10,27.24,0.00,15.00
"2012-01-04 11:46:32.25",37655355.00,1.78,-4.27,-0.10,27.14,0.00,15.00
"2012-01-04 11:46:32.3",37655356.00,1.94,-4.08,-0.21,27.09,0.00,15.00
"2012-01-04 11:46:32.35",37655357.00,2.06,-4.24,-0.23,27.06,0.00,15.00
"2012-01-04 11:46:32.4",37655358.00,2.08,-4.41,-0.25,27.06,0.00,15.00
"2012-01-04 11:46:32.45",37655359.00,1.98,-4.69,-0.11,27.13,0.00,15.00
"2012-01-04 11:46:32.5",37655360.00,1.86,-5.24,-0.30,27.00,0.00,15.00
"2012-01-04 11:46:32.55",37655361.00,1.91,-5.24,-0.50,27.06,0.00,15.00
"2012-01-04 11:46:32.6",37655362.00,1.92,-5.12,-0.39,27.14,0.00,15.00
"2012-01-04 11:46:32.65",37655363.00,2.33,-5.13,-0.25,27.12,0.00,15.00
"2012-01-04 11:46:32.7",37655364.00,2.31,-4.86,-0.17,27.04,0.00,15.00
"2012-01-04 11:46:32.75",37655365.00,2.23,-4.64,-0.61,27.05,0.00,15.00
"2012-01-04 11:46:32.8",37655366.00,2.52,-4.58,-0.67,27.06,0.00,15.00
"2012-01-04 11:46:32.85",37655367.00,2.54,-4.71,-0.62,27.28,0.00,15.00
"2012-01-04 11:46:32.9",37655368.00,2.51,-4.78,-0.29,27.28,0.00,15.00
"2012-01-04 11:46:32.95",37655369.00,2.46,-4.82,-0.52,27.31,0.00,15.00
"2012-01-04 11:46:33",37655370.00,2.36,-4.99,-0.73,27.28,0.00,15.00
"2012-01-04 11:46:33.05",37655371.00,2.63,-5.24,-0.75,27.31,0.00,15.00
"2012-01-04 11:46:33.1",37655372.00,2.85,-5.55,-0.68,27.35,0.00,15.00
"2012-01-04 11:46:33.15",37655373.00,2.82,-5.29,-1.11,27.32,0.00,15.00
"2012-01-04 11:46:33.2",37655374.00,1.86,-5.09,-0.64,27.35,0.00,15.00
"2012-01-04 11:46:33.25",37655375.00,1.41,-5.21,-0.84,27.35,0.00,15.00
"2012-01-04 11:46:33.3",37655376.00,1.88,-5.03,-0.48,27.44,0.00,15.00
"2012-01-04 11:46:33.35",37655377.00,1.88,-5.03,-0.41,27.40,0.00,15.00
"2012-01-04 11:46:33.4",37655378.00,1.93,-5.19,-0.17,27.40,0.00,15.00
"2012-01-04 11:46:33.45",37655379.00,2.43,-5.10,0.27,27.37,0.00,15.00
"2012-01-04 11:46:33.5",37655380.00,2.50,-5.09,0.14,27.45,0.00,15.00
"2012-01-04 11:46:33.55",37655381.00,2.47,-4.82,-0.11,27.42,0.00,15.00
"2012-01-04 11:46:33.6",37655382.00,2.16,-4.33,-0.26,27.37,0.00,15.00
"2012-01-04 11:46:33.65",37655383.00,2.08,-4.09,-0.04,27.45,0.00,15.00
"2012-01-04 11:46:33.7",37655384.00,1.59,-4.19,-0.29,27.35,0.00,15.00
"2012-01-04 11:46:33.75",37655385.00,1.42,-3.66,-0.83,27.39,0.00,15.00
"2012-01-04 11:46:33.8",37655386.00,1.27,-3.39,-1.14,27.37,0.00,15.00
"2012-01-04 11:46:33.85",37655387.00,1.57,-3.86,-1.25,27.19,0.00,15.00
"2012-01-04 11:46:33.9",37655388.00,1.91,-4.36,-1.07,27.24,0.00,15.00
"2012-01-04 11:46:33.95",37655389.00,1.72,-4.29,-1.03,27.22,0.00,15.00
"2012-01-04 11:46:34",37655390.00,1.83,-4.27,-1.04,27.15,0.00,15.00
"2012-01-04 11:46:34.05",37655391.00,2.00,-4.40,-0.57,27.24,0.00,15.00
"2012-01-04 11:46:34.1",37655392.00,1.84,-4.11,-0.40,27.23,0.00,15.00
"2012-01-04 11:46:34.15",37655393.00,1.39,-4.16,-0.51,27.23,0.00,15.00
"2012-01-04 11:46:34.2",37655394.00,1.76,-3.99,-0.63,27.19,0.00,15.00
"2012-01-04 11:46:34.25",37655395.00,1.59,-4.03,-0.71,27.26,0.00,15.00
"2012-01-04 11:46:34.3",37655396.00,1.65,-4.05,0.08,27.09,0.00,15.00
"2012-01-04 11:46:34.35",37655397.00,2.04,-3.85,0.28,27.31,0.00,15.00
"2012-01-04 11:46:34.4",37655398.00,1.53,-4.26,-0.17,27.26,0.00,15.00
"2012-01-04 11:46:34.45",37655399.00,1.51,-4.29,-0.16,27.23,0.00,15.00
"2012-01-04 11:46:34.5",37655400.00,1.65,-4.08,-0.37,27.19,0.00,15.00
"2012-01-04 11:46:34.55",37655401.00,1.53,-4.19,-0.39,27.23,0.00,15.00
"2012-01-04 11:46:34.6",37655402.00,2.03,-4.12,-0.24,27.31,0.00,15.00
"2012-01-04 11:46:34.65",37655403.00,2.68,-4.44,0.22,27.45,0.00,15.00
"2012-01-04 11:46:34.7",37655404.00,3.23,-4.38,0.17,27.59,0.00,15.00
"2012-01-04 11:46:34.75",37655405.00,3.35,-4.45,0.27,27.68,0.00,15.00
"2012-01-04 11:46:34.8",37655406.00,3.24,-4.24,0.26,27.66,0.00,15.00
"2012-01-04 11:46:34.85",37655407.00,3.06,-4.63,0.08,27.63,0.00,15.00
"2012-01-04 11:46:34.9",37655408.00,4.63,-3.58,0.65,27.67,0.00,15.00
"2012-01-04 11:46:34.95",37655409.00,3.64,-3.90,0.27,27.49,0.00,15.00
"2012-01-04 11:46:35",37655410.00,3.36,-4.12,0.33,27.59,0.00,15.00
"2012-01-04 11:46:35.05",37655411.00,3.31,-3.56,0.93,27.62,0.00,15.00
"2012-01-04 11:46:35.1",37655412.00,3.16,-3.29,1.07,27.62,0.00,15.00
"2012-01-04 11:46:35.15",37655413.00,2.86,-3.17,0.95,27.67,0.00,15.00
"2012-01-04 11:46:35.2",37655414.00,2.66,-3.51,0.78,27.71,0.00,15.00
"2012-01-04 11:46:35.25",37655415.00,2.21,-4.13,0.70,27.56,0.00,15.00
"2012-01-04 11:46:35.3",37655416.00,1.92,-4.22,1.50,27.63,0.00,15.00
"2012-01-04 11:46:35.35",37655417.00,1.74,-4.74,0.95,27.44,0.00,15.00
"2012-01-04 11:46:35.4",37655418.00,2.44,-4.53,0.29,27.51,0.00,15.00
"2012-01-04 11:46:35.45",37655419.00,2.14,-4.49,0.24,27.56,0.00,15.00
"2012-01-04 11:46:35.5",37655420.00,2.42,-4.29,0.32,27.55,0.00,15.00
"2012-01-04 11:46:35.55",37655421.00,2.88,-4.09,0.88,27.48,0.00,15.00
"2012-01-04 11:46:35.6",37655422.00,3.39,-3.64,1.32,27.44,0.00,15.00
"2012-01-04 11:46:35.65",37655423.00,3.95,-3.35,1.14,27.66,0.00,15.00
"2012-01-04 11:46:35.7",37655424.00,3.74,-3.31,0.98,27.58,0.00,15.00
"2012-01-04 11:46:35.75",37655425.00,2.57,-3.49,1.40,27.57,0.00,15.00
"2012-01-04 11:46:35.8",37655426.00,3.00,-3.23,2.02,27.53,0.00,15.00
"2012-01-04 11:46:35.85",37655427.00,3.43,-3.44,2.12,27.60,0.00,15.00
"2012-01-04 11:46:35.9",37655428.00,3.33,-3.45,2.14,27.68,0.00,15.00
"2012-01-04 11:46:35.95",37655429.00,3.32,-3.62,2.00,27.74,0.00,15.00
"2012-01-04 11:46:36",37655430.00,3.37,-3.35,1.86,27.79,0.00,15.00
"2012-01-04 11:46:36.05",37655431.00,3.03,-2.93,0.98,27.78,0.00,15.00
"2012-01-04 11:46:36.1",37655432.00,2.61,-4.03,1.22,27.79,0.00,15.00
"2012-01-04 11:46:36.15",37655433.00,2.56,-4.05,0.82,27.79,0.00,15.00
"2012-01-04 11:46:36.2",37655434.00,1.57,-3.89,1.43,27.74,0.00,15.00
"2012-01-04 11:46:36.25",37655435.00,1.38,-4.13,1.77,27.61,0.00,15.00
"2012-01-04 11:46:36.3",37655436.00,1.23,-4.02,1.30,27.48,0.00,15.00
"2012-01-04 11:46:36.35",37655437.00,0.77,-3.45,0.60,27.70,0.00,15.00
"2012-01-04 11:46:36.4",37655438.00,0.89,-3.64,0.61,27.56,0.00,15.00
"2012-01-04 11:46:36.45",37655439.00,1.03,-3.31,0.94,27.66,0.00,15.00
"2012-01-04 11:46:36.5",37655440.00,1.65,-3.35,0.66,27.70,0.00,15.00
"2012-01-04 11:46:36.55",37655441.00,1.82,-3.56,0.96,27.67,0.00,15.00
"2012-01-04 11:46:36.6",37655442.00,2.01,-3.94,0.55,27.71,0.00,15.00
"2012-01-04 11:46:36.65",37655443.00,1.60,-3.85,0.39,27.67,0.00,15.00
"2012-01-04 11:46:36.7",37655444.00,1.83,-4.35,0.14,27.55,0.00,15.00
"2012-01-04 11:46:36.75",37655445.00,1.29,-4.50,0.23,27.62,0.00,15.00
"2012-01-04 11:46:36.8",37655446.00,1.57,-3.91,0.18,27.62,0.00,15.00
"2012-01-04 11:46:36.85",37655447.00,1.48,-3.29,-1.11,27.46,0.00,15.00
"2012-01-04 11:46:36.9",37655448.00,1.61,-2.52,1.54,27.69,0.00,15.00
"2012-01-04 11:46:36.95",37655449.00,1.56,-2.87,1.30,27.80,0.00,15.00
"2012-01-04 11:46:37",37655450.00,1.38,-2.92,1.40,27.75,0.00,15.00
"2012-01-04 11:46:37.05",37655451.00,1.48,-3.10,1.30,27.75,0.00,15.00
"2012-01-04 11:46:37.1",37655452.00,1.43,-3.57,1.05,27.73,0.00,15.00
"2012-01-04 11:46:37.15",37655453.00,1.76,-4.38,0.86,27.67,0.00,15.00
"2012-01-04 11:46:37.2",37655454.00,1.84,-3.78,0.20,27.54,0.00,15.00
"2012-01-04 11:46:37.25",37655455.00,2.07,-3.39,0.04,27.58,0.00,15.00
"2012-01-04 11:46:37.3",37655456.00,1.97,-3.84,0.44,27.57,0.00,15.00
"2012-01-04 11:46:37.35",37655457.00,2.58,-3.63,0.47,27.57,0.00,15.10
"2012-01-04 11:46:37.4",37655458.00,2.37,-3.35,0.25,27.61,0.00,15.10
"2012-01-04 11:46:37.45",37655459.00,2.07,-4.02,-0.33,27.52,0.00,15.10
"2012-01-04 11:46:37.5",37655460.00,2.06,-3.97,-0.24,27.45,0.00,15.00
"2012-01-04 11:46:37.55",37655461.00,2.08,-3.87,0.23,27.36,0.00,15.00
"2012-01-04 11:46:37.6",37655462.00,2.66,-3.86,0.31,27.53,0.00,15.10
"2012-01-04 11:46:37.65",37655463.00,3.29,-3.90,0.20,27.65,0.00,15.10
"2012-01-04 11:46:37.7",37655464.00,2.70,-3.64,-0.22,27.71,0.00,15.10
"2012-01-04 11:46:37.75",37655465.00,2.82,-4.03,-0.51,27.63,0.00,15.10
"2012-01-04 11:46:37.8",37655466.00,2.04,-4.45,0.36,27.98,0.00,15.10
"2012-01-04 11:46:37.85",37655467.00,1.69,-4.10,0.57,28.07,0.00,15.10
"2012-01-04 11:46:37.9",37655468.00,1.05,-3.54,0.90,27.98,0.00,15.00
"2012-01-04 11:46:37.95",37655469.00,0.94,-3.86,0.06,27.89,0.00,15.00
"2012-01-04 11:46:38",37655470.00,1.38,-3.83,0.58,27.97,0.00,15.10
"2012-01-04 11:46:38.05",37655471.00,1.58,-2.98,0.50,28.05,0.00,15.10
"2012-01-04 11:46:38.1",37655472.00,1.35,-2.83,1.01,27.97,0.00,15.10
"2012-01-04 11:46:38.15",37655473.00,1.71,-2.73,1.19,28.01,0.00,15.10
"2012-01-04 11:46:38.2",37655474.00,1.36,-2.45,1.07,28.09,0.00,15.00
"2012-01-04 11:46:38.25",37655475.00,1.16,-2.57,1.35,28.09,0.00,15.00
"2012-01-04 11:46:38.3",37655476.00,1.85,-1.85,1.10,28.05,0.00,15.00
"2012-01-04 11:46:38.35",37655477.00,3.73,-2.38,0.11,27.85,0.00,15.00
"2012-01-04 11:46:38.4",37655478.00,3.94,-2.31,0.51,27.93,0.00,15.00
"2012-01-04 11:46:38.45",37655479.00,4.68,-2.49,-0.02,27.21,0.00,15.00
"2012-01-04 11:46:38.5",37655480.00,4.72,-2.22,-0.11,26.35,0.00,15.00
"2012-01-04 11:46:38.55",37655481.00,4.82,-2.91,-1.21,26.89,0.00,15.00
"2012-01-04 11:46:38.6",37655482.00,4.71,-2.65,-1.67,26.87,0.00,15.00
"2012-01-04 11:46:38.65",37655483.00,4.65,-4.09,-0.82,27.28,0.00,15.00
"2012-01-04 11:46:38.7",37655484.00,4.41,-4.63,-1.27,27.37,0.00,15.00
"2012-01-04 11:46:38.75",37655485.00,3.25,-4.70,-0.77,27.39,0.00,15.00
"2012-01-04 11:46:38.8",37655486.00,3.67,-3.49,-0.15,27.32,0.00,15.00
"2012-01-04 11:46:38.85",37655487.00,4.11,-3.27,-0.10,27.63,0.00,15.00
