"TOA5","42214","CR1000","42214","CR1000.Std.22","CPU:MAIZ_PIPE_SLOWSEQ_visto_corto.CR1","14486","Table2"
"2012-01-04 11:00:02.3",37599764.00,-0.36,-4.89,-1.23,25.29,0.00,15.10
"2012-01-04 11:00:02.35",37599765.00,-0.60,-4.55,0.13,26.07,0.00,15.10
"2012-01-04 11:00:02.4",37599766.00,-0.63,-4.09,0.99,26.31,0.00,15.10
"2012-01-04 11:00:02.45",37599767.00,-0.11,-4.21,0.66,26.85,0.00,15.10
"2012-01-04 11:00:02.5",37599768.00,-0.18,-3.62,-0.14,26.03,0.00,15.10
"2012-01-04 11:00:02.55",37599769.00,-0.56,-3.25,-0.09,26.78,0.00,15.10
"2012-01-04 11:00:02.6",37599770.00,0.04,-3.48,0.07,27.11,0.00,15.10
"2012-01-04 11:00:02.65",37599771.00,0.05,-3.24,0.13,26.60,0.00,15.10
"2012-01-04 11:00:02.7",37599772.00,-0.38,-3.34,-0.72,25.34,0.00,15.10
"2012-01-04 11:00:02.75",37599773.00,-0.31,-4.08,-0.38,25.35,0.00,15.10
"2012-01-04 11:00:02.8",37599774.00,0.02,-3.98,-0.41,25.25,0.00,15.10
"2012-01-04 11:00:02.85",37599775.00,0.39,-3.78,-0.32,25.39,0.00,15.10
"2012-01-04 11:00:02.9",37599776.00,0.45,-3.85,0.00,25.30,0.00,15.10
"2012-01-04 11:00:02.95",37599777.00,0.60,-3.88,-0.07,25.39,0.00,15.10
"2012-01-04 11:00:03",37599778.00,0.71,-4.14,-0.15,25.35,0.00,15.10
"2012-01-04 11:00:03.05",37599779.00,0.60,-4.41,0.13,25.33,0.00,15.10
"2012-01-04 11:00:03.1",37599780.00,0.64,-4.60,-0.18,25.32,0.00,15.10
"2012-01-04 11:00:03.15",37599781.00,0.68,-4.84,0.24,25.20,0.00,15.10
"2012-01-04 11:00:03.2",37599782.00,0.96,-4.67,-0.19,25.27,0.00,15.10
"2012-01-04 11:00:03.25",37599783.00,1.20,-4.74,-0.07,25.20,0.00,15.10
"2012-01-04 11:00:03.3",37599784.00,1.77,-4.44,-0.76,25.44,0.00,15.10
"2012-01-04 11:00:03.35",37599785.00,2.18,-4.11,-0.10,25.48,0.00,15.10
"2012-01-04 11:00:03.4",37599786.00,2.06,-4.00,-0.25,25.38,0.00,15.10
"2012-01-04 11:00:03.45",37599787.00,0.98,-4.33,-0.90,25.38,0.00,15.10
"2012-01-04 11:00:03.5",37599788.00,0.70,-4.66,-0.34,25.48,0.00,15.10
"2012-01-04 11:00:03.55",37599789.00,0.89,-4.69,-0.26,25.48,0.00,15.10
"2012-01-04 11:00:03.6",37599790.00,0.96,-5.07,-0.44,25.32,0.00,15.10
"2012-01-04 11:00:03.65",37599791.00,1.63,-4.87,-0.16,25.37,0.00,15.10
"2012-01-04 11:00:03.7",37599792.00,1.08,-5.36,-0.65,25.33,0.00,15.10
"2012-01-04 11:00:03.75",37599793.00,0.99,-5.29,-0.86,25.33,0.00,15.10
"2012-01-04 11:00:03.8",37599794.00,1.09,-5.31,-0.59,25.33,0.00,15.10
"2012-01-04 11:00:03.85",37599795.00,1.22,-5.51,-1.14,25.34,0.00,15.10
"2012-01-04 11:00:03.9",37599796.00,1.19,-5.57,-1.14,25.38,0.00,15.10
"2012-01-04 11:00:03.95",37599797.00,0.78,-5.36,-1.06,25.42,0.00,15.10
"2012-01-04 11:00:04",37599798.00,0.07,-5.71,-0.60,25.39,0.00,15.10
"2012-01-04 11:00:04.05",37599799.00,1.07,-5.48,-0.86,25.28,0.00,15.10
"2012-01-04 11:00:04.1",37599800.00,0.64,-6.01,-0.56,25.46,0.00,15.10
"2012-01-04 11:00:04.15",37599801.00,0.56,-5.16,-0.54,25.38,0.00,15.10
"2012-01-04 11:00:04.2",37599802.00,0.56,-5.75,-0.47,25.36,0.00,15.10
"2012-01-04 11:00:04.25",37599803.00,0.36,-5.37,-0.19,25.44,0.00,15.10
"2012-01-04 11:00:04.3",37599804.00,0.38,-4.95,-0.19,25.39,0.00,15.10
"2012-01-04 11:00:04.35",37599805.00,0.51,-4.96,-0.56,25.46,0.00,15.10
"2012-01-04 11:00:04.4",37599806.00,0.23,-5.02,-0.77,25.51,0.00,15.10
"2012-01-04 11:00:04.45",37599807.00,0.59,-4.69,-0.63,25.51,0.00,15.10
"2012-01-04 11:00:04.5",37599808.00,0.45,-4.22,0.21,25.52,0.00,15.10
"2012-01-04 11:00:04.55",37599809.00,0.64,-3.77,0.19,25.46,0.00,15.10
"2012-01-04 11:00:04.6",37599810.00,0.87,-4.57,-0.39,25.39,0.00,15.10
"2012-01-04 11:00:04.65",37599811.00,0.57,-4.48,-0.60,25.42,0.00,15.10
"2012-01-04 11:00:04.7",37599812.00,0.50,-4.63,-0.86,25.46,0.00,15.10
"2012-01-04 11:00:04.75",37599813.00,0.66,-4.70,-0.56,25.37,0.00,15.10
"2012-01-04 11:00:04.8",37599814.00,1.12,-4.65,-1.00,25.32,0.00,15.10
"2012-01-04 11:00:04.85",37599815.00,0.65,-4.32,-0.77,25.47,0.00,15.10
"2012-01-04 11:00:04.9",37599816.00,1.10,-4.52,-0.80,25.46,0.00,15.10
"2012-01-04 11:00:04.95",37599817.00,1.07,-4.48,-0.59,25.54,0.00,15.10
"2012-01-04 11:00:05",37599818.00,1.15,-4.97,-0.19,25.51,0.00,15.10
"2012-01-04 11:00:05.05",37599819.00,1.42,-4.88,-1.02,25.43,0.00,15.10
"2012-01-04 11:00:05.1",37599820.00,1.42,-5.16,-0.88,25.50,0.00,15.10
"2012-01-04 11:00:05.15",37599821.00,1.32,-5.06,-0.60,25.61,0.00,15.10
"2012-01-04 11:00:05.2",37599822.00,1.29,-5.00,-0.19,25.60,0.00,15.10
"2012-01-04 11:00:05.25",37599823.00,1.42,-5.16,-0.02,25.73,0.00,15.10
"2012-01-04 11:00:05.3",37599824.00,1.74,-5.17,-0.30,25.61,0.00,15.10
"2012-01-04 11:00:05.35",37599825.00,1.97,-4.93,-0.29,25.61,0.00,15.10
"2012-01-04 11:00:05.4",37599826.00,0.66,-5.09,-0.59,25.82,0.00,15.10
"2012-01-04 11:00:05.45",37599827.00,0.13,-5.01,-0.30,25.72,0.00,15.10
"2012-01-04 11:00:05.5",37599828.00,0.65,-4.86,-0.36,25.51,0.00,15.10
"2012-01-04 11:00:05.55",37599829.00,1.16,-4.99,-0.28,25.72,0.00,15.10
"2012-01-04 11:00:05.6",37599830.00,1.42,-4.91,-0.10,25.74,0.00,15.10
"2012-01-04 11:00:05.65",37599831.00,1.51,-4.61,-0.63,25.60,0.00,15.10
"2012-01-04 11:00:05.7",37599832.00,1.21,-4.89,-1.18,25.77,0.00,15.10
"2012-01-04 11:00:05.75",37599833.00,0.73,-4.93,-1.23,25.82,0.00,15.10
"2012-01-04 11:00:05.8",37599834.00,0.51,-4.94,-0.95,25.89,0.00,15.10
"2012-01-04 11:00:05.85",37599835.00,0.68,-4.67,-0.81,25.93,0.00,15.10
"2012-01-04 11:00:05.9",37599836.00,0.29,-4.78,-0.61,25.99,0.00,15.10
"2012-01-04 11:00:05.95",37599837.00,0.64,-4.50,-0.87,25.95,0.00,15.10
"2012-01-04 11:00:06",37599838.00,0.71,-4.15,-0.93,25.98,0.00,15.10
"2012-01-04 11:00:06.05",37599839.00,0.15,-4.01,-0.70,25.92,0.00,15.10
"2012-01-04 11:00:06.1",37599840.00,0.30,-3.91,-0.71,25.96,0.00,15.10
"2012-01-04 11:00:06.15",37599841.00,0.10,-3.44,-0.48,25.99,0.00,15.10
"2012-01-04 11:00:06.2",37599842.00,-0.20,-3.27,-0.55,25.99,0.00,15.10
"2012-01-04 11:00:06.25",37599843.00,-0.47,-3.02,-0.92,25.95,0.00,15.10
"2012-01-04 11:00:06.3",37599844.00,-1.23,-3.09,-0.02,25.96,0.00,15.10
"2012-01-04 11:00:06.35",37599845.00,-1.38,-3.44,-0.20,25.78,0.00,15.10
"2012-01-04 11:00:06.4",37599846.00,-1.50,-3.64,-0.33,25.73,0.00,15.10
"2012-01-04 11:00:06.45",37599847.00,-1.95,-3.45,-0.41,25.94,0.00,15.10
"2012-01-04 11:00:06.5",37599848.00,-1.02,-4.00,0.12,26.19,0.00,15.10
"2012-01-04 11:00:06.55",37599849.00,-0.81,-4.04,-0.11,26.00,0.00,15.10
"2012-01-04 11:00:06.6",37599850.00,-0.40,-4.15,-0.06,25.90,0.00,15.10
"2012-01-04 11:00:06.65",37599851.00,-0.57,-3.83,-0.31,25.85,0.00,15.10
"2012-01-04 11:00:06.7",37599852.00,-0.78,-3.77,0.05,25.77,0.00,15.10
"2012-01-04 11:00:06.75",37599853.00,-0.66,-4.01,0.15,25.83,0.00,15.10
"2012-01-04 11:00:06.8",37599854.00,-0.94,-3.69,-0.21,25.82,0.00,15.10
"2012-01-04 11:00:06.85",37599855.00,-0.76,-3.74,-0.07,25.87,0.00,15.10
"2012-01-04 11:00:06.9",37599856.00,-0.89,-3.78,0.21,25.73,0.00,15.10
"2012-01-04 11:00:06.95",37599857.00,-0.44,-3.32,-0.75,25.92,0.00,15.10
"2012-01-04 11:00:07",37599858.00,-0.29,-3.42,-0.37,25.91,0.00,15.10
"2012-01-04 11:00:07.05",37599859.00,-0.07,-3.55,-0.19,25.91,0.00,15.10
"2012-01-04 11:00:07.1",37599860.00,0.25,-3.15,-0.15,25.91,0.00,15.10
"2012-01-04 11:00:07.15",37599861.00,0.37,-3.09,-0.35,25.83,0.00,15.10
"2012-01-04 11:00:07.2",37599862.00,0.54,-3.91,-0.65,25.85,0.00,15.10
"2012-01-04 11:00:07.25",37599863.00,0.18,-4.06,-0.57,25.83,0.00,15.10
"2012-01-04 11:00:07.3",37599864.00,0.12,-3.82,-0.49,25.87,0.00,15.10
"2012-01-04 11:00:07.35",37599865.00,0.33,-3.81,-0.34,25.94,0.00,15.10
"2012-01-04 11:00:07.4",37599866.00,0.04,-3.85,-0.42,25.85,0.00,15.10
"2012-01-04 11:00:07.45",37599867.00,-0.17,-3.76,-0.75,25.85,0.00,15.10
"2012-01-04 11:00:07.5",37599868.00,0.14,-3.47,-0.51,25.85,0.00,15.10
"2012-01-04 11:00:07.55",37599869.00,0.17,-3.23,-0.45,25.77,0.00,15.10
"2012-01-04 11:00:07.6",37599870.00,0.22,-2.95,-0.76,25.86,0.00,15.10
"2012-01-04 11:00:07.65",37599871.00,0.46,-3.22,-0.62,25.78,0.00,15.10
"2012-01-04 11:00:07.7",37599872.00,0.35,-3.22,-0.41,25.84,0.00,15.10
"2012-01-04 11:00:07.75",37599873.00,-0.26,-3.25,-0.22,25.91,0.00,15.10
"2012-01-04 11:00:07.8",37599874.00,0.20,-3.46,-0.41,25.91,0.00,15.10
"2012-01-04 11:00:07.85",37599875.00,0.34,-3.88,-0.51,25.99,0.00,15.10
"2012-01-04 11:00:07.9",37599876.00,0.23,-3.88,-0.52,25.96,0.00,15.10
"2012-01-04 11:00:07.95",37599877.00,0.23,-3.59,-0.70,26.03,0.00,15.10
"2012-01-04 11:00:08",37599878.00,0.36,-3.56,-0.78,26.04,0.00,15.10
"2012-01-04 11:00:08.05",37599879.00,0.64,-3.51,-0.49,25.99,0.00,15.10
"2012-01-04 11:00:08.1",37599880.00,-0.16,-3.58,-0.45,25.99,0.00,15.10
"2012-01-04 11:00:08.15",37599881.00,-0.04,-3.57,-0.40,25.99,0.00,15.10
"2012-01-04 11:00:08.2",37599882.00,-0.06,-3.37,0.11,25.96,0.00,15.10
"2012-01-04 11:00:08.25",37599883.00,0.51,-3.28,-0.23,26.01,0.00,15.10
"2012-01-04 11:00:08.3",37599884.00,0.42,-3.64,-0.04,25.99,0.00,15.10
"2012-01-04 11:00:08.35",37599885.00,0.73,-3.65,-0.20,26.01,0.00,15.10
"2012-01-04 11:00:08.4",37599886.00,0.80,-3.61,-0.29,25.92,0.00,15.10
"2012-01-04 11:00:08.45",37599887.00,0.60,-3.52,-0.59,25.82,0.00,15.10
"2012-01-04 11:00:08.5",37599888.00,0.69,-3.37,-0.54,25.77,0.00,15.10
"2012-01-04 11:00:08.55",37599889.00,0.35,-3.43,-0.73,25.85,0.00,15.10
"2012-01-04 11:00:08.6",37599890.00,0.42,-3.63,-0.66,25.94,0.00,15.10
"2012-01-04 11:00:08.65",37599891.00,0.69,-3.30,-0.81,25.85,0.00,15.10
"2012-01-04 11:00:08.7",37599892.00,1.12,-3.40,-0.49,25.82,0.00,15.10
"2012-01-04 11:00:08.75",37599893.00,0.76,-3.42,-0.39,25.87,0.00,15.10
"2012-01-04 11:00:08.8",37599894.00,0.68,-2.86,-0.27,25.83,0.00,15.10
"2012-01-04 11:00:08.85",37599895.00,0.80,-2.87,-0.35,25.90,0.00,15.10
"2012-01-04 11:00:08.9",37599896.00,0.80,-2.79,-0.35,25.84,0.00,15.10
"2012-01-04 11:00:08.95",37599897.00,0.94,-3.05,-0.12,25.86,0.00,15.10
"2012-01-04 11:00:09",37599898.00,0.84,-3.05,-0.03,25.86,0.00,15.10
"2012-01-04 11:00:09.05",37599899.00,0.40,-2.85,-0.28,25.90,0.00,15.10
"2012-01-04 11:00:09.1",37599900.00,0.40,-2.85,-0.44,25.90,0.00,15.10
"2012-01-04 11:00:09.15",37599901.00,0.11,-3.19,-0.24,25.90,0.00,15.10
"2012-01-04 11:00:09.2",37599902.00,-0.20,-3.27,-0.46,25.91,0.00,15.10
"2012-01-04 11:00:09.25",37599903.00,-0.40,-3.42,-0.18,25.87,0.00,15.10
"2012-01-04 11:00:09.3",37599904.00,-0.49,-3.37,-0.01,25.91,0.00,15.10
"2012-01-04 11:00:09.35",37599905.00,-0.64,-3.14,0.03,26.14,0.00,15.10
"2012-01-04 11:00:09.4",37599906.00,-0.89,-3.60,-0.27,26.32,0.00,15.10
"2012-01-04 11:00:09.45",37599907.00,-0.32,-3.96,-0.15,26.30,0.00,15.10
"2012-01-04 11:00:09.5",37599908.00,-0.72,-4.28,-0.05,26.26,0.00,15.10
"2012-01-04 11:00:09.55",37599909.00,-0.66,-4.26,0.12,26.26,0.00,15.10
"2012-01-04 11:00:09.6",37599910.00,-0.48,-4.23,-0.12,26.28,0.00,15.10
"2012-01-04 11:00:09.65",37599911.00,-0.55,-4.39,0.17,26.21,0.00,15.10
"2012-01-04 11:00:09.7",37599912.00,-0.15,-4.31,-0.24,26.26,0.00,15.10
"2012-01-04 11:00:09.75",37599913.00,-0.16,-4.15,-0.52,26.17,0.00,15.10
"2012-01-04 11:00:09.8",37599914.00,-0.36,-3.98,-0.62,26.17,0.00,15.10
"2012-01-04 11:00:09.85",37599915.00,-0.56,-4.05,-0.58,26.26,0.00,15.10
"2012-01-04 11:00:09.9",37599916.00,-0.34,-4.00,-0.32,26.36,0.00,15.10
"2012-01-04 11:00:09.95",37599917.00,-0.30,-3.92,-0.01,26.28,0.00,15.10
"2012-01-04 11:00:10",37599918.00,-0.58,-4.08,-0.08,26.19,0.00,15.10
"2012-01-04 11:00:10.05",37599919.00,-0.81,-4.03,-0.23,26.05,0.00,15.10
"2012-01-04 11:00:10.1",37599920.00,-0.10,-4.04,-0.27,25.98,0.00,15.10
"2012-01-04 11:00:10.15",37599921.00,-0.11,-4.19,-0.04,26.14,0.00,15.10
"2012-01-04 11:00:10.2",37599922.00,-0.07,-4.25,0.23,26.00,0.00,15.10
"2012-01-04 11:00:10.25",37599923.00,0.05,-3.78,0.04,25.91,0.00,15.10
"2012-01-04 11:00:10.3",37599924.00,-0.49,-3.61,-0.55,26.04,0.00,15.10
"2012-01-04 11:00:10.35",37599925.00,-0.86,-3.71,-0.60,25.99,0.00,15.10
"2012-01-04 11:00:10.4",37599926.00,-0.95,-4.08,-0.70,25.92,0.00,15.10
"2012-01-04 11:00:10.45",37599927.00,-0.91,-4.10,-0.81,25.86,0.00,15.10
"2012-01-04 11:00:10.5",37599928.00,-0.64,-3.90,-1.01,25.86,0.00,15.10
"2012-01-04 11:00:10.55",37599929.00,-0.58,-3.81,-1.01,25.85,0.00,15.10
"2012-01-04 11:00:10.6",37599930.00,-0.68,-3.89,-0.96,25.86,0.00,15.10
"2012-01-04 11:00:10.65",37599931.00,-0.67,-4.20,-1.00,25.78,0.00,15.10
"2012-01-04 11:00:10.7",37599932.00,-1.52,-3.98,-0.92,25.98,0.00,15.10
"2012-01-04 11:00:10.75",37599933.00,-1.78,-3.49,-0.71,26.04,0.00,15.10
"2012-01-04 11:00:10.8",37599934.00,-1.99,-3.36,-0.50,26.04,0.00,15.10
"2012-01-04 11:00:10.85",37599935.00,-1.81,-3.01,-0.17,25.92,0.00,15.10
"2012-01-04 11:00:10.9",37599936.00,-0.58,-2.91,-0.65,26.00,0.00,15.10
"2012-01-04 11:00:10.95",37599937.00,-1.15,-2.88,-0.54,25.95,0.00,15.10
"2012-01-04 11:00:11",37599938.00,-1.62,-3.17,-0.07,25.96,0.00,15.10
"2012-01-04 11:00:11.05",37599939.00,-1.48,-3.32,-0.14,25.99,0.00,15.10
"2012-01-04 11:00:11.1",37599940.00,-0.78,-2.93,-0.38,25.91,0.00,15.10
"2012-01-04 11:00:11.15",37599941.00,-0.37,-3.00,-0.47,25.96,0.00,15.10
"2012-01-04 11:00:11.2",37599942.00,-0.21,-2.91,-0.27,25.83,0.00,15.10
"2012-01-04 11:00:11.25",37599943.00,-0.26,-2.94,-0.27,25.95,0.00,15.10
"2012-01-04 11:00:11.3",37599944.00,0.06,-3.19,-0.12,25.98,0.00,15.10
"2012-01-04 11:00:11.35",37599945.00,0.06,-3.19,0.03,26.03,0.00,15.10
"2012-01-04 11:00:11.4",37599946.00,0.52,-3.03,-0.12,26.03,0.00,15.10
"2012-01-04 11:00:11.45",37599947.00,0.47,-2.95,-0.13,25.95,0.00,15.10
"2012-01-04 11:00:11.5",37599948.00,0.53,-3.13,-0.34,25.84,0.00,15.10
"2012-01-04 11:00:11.55",37599949.00,0.47,-3.05,-0.30,25.90,0.00,15.10
"2012-01-04 11:00:11.6",37599950.00,0.35,-2.97,-0.22,25.90,0.00,15.10
"2012-01-04 11:00:11.65",37599951.00,0.08,-2.62,-0.33,25.90,0.00,15.10
"2012-01-04 11:00:11.7",37599952.00,-0.16,-2.73,-0.34,25.90,0.00,15.10
"2012-01-04 11:00:11.75",37599953.00,-0.16,-2.75,-0.18,25.83,0.00,15.10
"2012-01-04 11:00:11.8",37599954.00,-0.52,-2.69,0.13,25.88,0.00,15.10
"2012-01-04 11:00:11.85",37599955.00,-0.27,-2.55,-0.28,25.95,0.00,15.10
"2012-01-04 11:00:11.9",37599956.00,-0.63,-2.34,-0.01,25.96,0.00,15.10
"2012-01-04 11:00:11.95",37599957.00,-0.74,-2.30,0.35,25.95,0.00,15.10
"2012-01-04 11:00:12",37599958.00,-0.20,-2.35,0.47,26.17,0.00,15.10
"2012-01-04 11:00:12.05",37599959.00,-0.24,-2.11,0.78,26.25,0.00,15.10
"2012-01-04 11:00:12.1",37599960.00,-0.43,-1.98,0.83,26.13,0.00,15.10
"2012-01-04 11:00:12.15",37599961.00,-1.15,-1.81,0.92,26.07,0.00,15.10
"2012-01-04 11:00:12.2",37599962.00,-1.40,-2.25,0.93,26.12,0.00,15.10
"2012-01-04 11:00:12.25",37599963.00,-1.18,-2.96,0.83,26.12,0.00,15.10
"2012-01-04 11:00:12.3",37599964.00,-1.86,-2.79,0.89,26.13,0.00,15.10
"2012-01-04 11:00:12.35",37599965.00,-1.77,-2.79,1.29,26.16,0.00,15.10
"2012-01-04 11:00:12.4",37599966.00,-1.88,-2.67,1.20,26.09,0.00,15.10
"2012-01-04 11:00:12.45",37599967.00,-2.09,-2.75,1.13,26.16,0.00,15.10
"2012-01-04 11:00:12.5",37599968.00,-1.85,-2.50,0.80,26.08,0.00,15.10
"2012-01-04 11:00:12.55",37599969.00,-1.70,-2.76,0.70,26.13,0.00,15.10
"2012-01-04 11:00:12.6",37599970.00,-1.73,-2.39,0.85,26.17,0.00,15.10
"2012-01-04 11:00:12.65",37599971.00,-1.95,-2.21,0.76,26.08,0.00,15.10
"2012-01-04 11:00:12.7",37599972.00,-1.94,-2.12,0.56,26.03,0.00,15.10
"2012-01-04 11:00:12.75",37599973.00,-2.00,-2.14,0.41,26.08,0.00,15.10
"2012-01-04 11:00:12.8",37599974.00,-2.09,-2.23,0.26,26.07,0.00,15.10
"2012-01-04 11:00:12.85",37599975.00,-2.29,-2.57,0.64,26.22,0.00,15.10
"2012-01-04 11:00:12.9",37599976.00,-1.71,-2.69,0.71,26.12,0.00,15.10
"2012-01-04 11:00:12.95",37599977.00,-2.26,-2.39,0.64,26.22,0.00,15.10
"2012-01-04 11:00:13",37599978.00,-1.92,-2.36,0.55,26.17,0.00,15.10
"2012-01-04 11:00:13.05",37599979.00,-1.59,-2.77,0.60,26.29,0.00,15.10
"2012-01-04 11:00:13.1",37599980.00,-1.78,-2.79,0.82,26.30,0.00,15.10
"2012-01-04 11:00:13.15",37599981.00,-1.77,-2.77,0.58,26.16,0.00,15.10
"2012-01-04 11:00:13.2",37599982.00,-1.56,-2.81,0.49,26.17,0.00,15.10
"2012-01-04 11:00:13.25",37599983.00,-1.51,-2.71,0.52,26.08,0.00,15.10
"2012-01-04 11:00:13.3",37599984.00,-1.59,-2.68,0.69,26.14,0.00,15.10
"2012-01-04 11:00:13.35",37599985.00,-2.13,-2.16,0.86,26.08,0.00,15.10
"2012-01-04 11:00:13.4",37599986.00,-1.87,-2.21,0.45,25.90,0.00,15.10
"2012-01-04 11:00:13.45",37599987.00,-1.39,-2.43,0.75,26.12,0.00,15.10
"2012-01-04 11:00:13.5",37599988.00,-1.50,-2.74,0.49,26.29,0.00,15.10
"2012-01-04 11:00:13.55",37599989.00,-1.25,-2.85,0.23,26.31,0.00,15.10
"2012-01-04 11:00:13.6",37599990.00,-0.92,-2.86,0.06,26.22,0.00,15.10
"2012-01-04 11:00:13.65",37599991.00,-0.64,-2.68,-0.35,26.21,0.00,15.10
"2012-01-04 11:00:13.7",37599992.00,-0.44,-2.38,-0.16,26.17,0.00,15.10
"2012-01-04 11:00:13.75",37599993.00,-0.35,-2.49,-0.35,26.24,0.00,15.10
"2012-01-04 11:00:13.8",37599994.00,-0.24,-2.36,0.24,26.34,0.00,15.10
"2012-01-04 11:00:13.85",37599995.00,-0.82,-2.60,0.43,26.43,0.00,15.10
"2012-01-04 11:00:13.9",37599996.00,-0.72,-2.56,0.44,26.53,0.00,15.10
"2012-01-04 11:00:13.95",37599997.00,-0.96,-2.62,0.21,26.31,0.00,15.10
"2012-01-04 11:00:14",37599998.00,-1.33,-2.46,-0.10,26.19,0.00,15.10
"2012-01-04 11:00:14.05",37599999.00,-1.45,-2.27,0.31,26.31,0.00,15.10
"2012-01-04 11:00:14.1",37600000.00,-1.17,-2.25,0.61,26.36,0.00,15.10
"2012-01-04 11:00:14.15",37600001.00,-0.79,-2.65,0.56,26.29,0.00,15.10
"2012-01-04 11:00:14.2",37600002.00,-0.53,-2.87,0.04,26.08,0.00,15.10
"2012-01-04 11:00:14.25",37600003.00,-1.04,-3.13,-0.55,26.01,0.00,15.10
"2012-01-04 11:00:14.3",37600004.00,-1.94,-4.20,-0.37,25.91,0.00,15.10
